1001,8,US,Oregon
1002,8,US,Oregon
1003,8,US,Oregon
1004,9,US,Oregon
1005,9,US,Oregon
1006,9,US,Oregon
1007,9,US,Oregon
1008,9,US,Oregon
1009,9,US,Oregon
1010,9,US,Oregon
1011,9,US,Oregon
1012,10,US,Oregon
1013,9,US,Oregon
1014,10,US,Oregon
1015,10,US,Oregon
1016,10,US,Oregon
1017,10,US,Oregon
1018,10,US,Oregon
1019,10,US,Oregon
1020,10,US,Oregon
1021,10,US,Oregon
1022,10,US,Oregon
1023,10,US,Oregon
1024,10,US,Oregon
1025,10,US,Oregon
1026,10,US,Oregon
1027,10,US,Oregon
1028,20,US,Oregon
1029,20,US,Oregon
1030,20,US,Oregon
1031,20,US,Oregon
1032,20,US,Oregon
1033,20,US,Oregon
1034,20,US,Oregon
1035,20,US,Oregon
1036,20,US,Oregon
1037,20,US,Oregon
1038,20,US,Oregon
1039,20,US,Oregon
1040,20,US,Oregon
1041,20,US,Oregon
1042,20,US,Oregon
1043,20,US,Oregon
1044,20,US,Oregon
1045,30,US,Oregon
1046,30,US,Oregon
1047,30,US,Oregon
1048,30,US,Oregon
1049,30,US,Oregon
1050,30,US,Oregon
1051,30,US,Oregon
1052,30,US,Oregon
1053,30,US,Oregon
1054,30,US,Oregon
1055,30,US,Oregon
1056,30,US,Oregon
1057,30,US,Oregon
1058,30,US,Washington
1059,40,US,Washington
1060,40,US,Washington
1061,40,US,Washington
1062,40,US,Washington
1063,40,US,Washington
1064,40,US,Washington
1065,40,US,Washington
1066,40,US,Washington
1067,40,US,Washington
1068,40,US,Washington
1069,40,US,Washington
1070,40,US,Washington
1071,40,US,Washington
1072,50,US,Washington
1073,50,US,Washington
1074,50,US,Washington
1075,50,US,Washington
1076,50,US,Washington
1077,50,US,Washington
1078,50,US,Washington
1079,50,US,Washington
1080,50,US,Washington
1081,50,US,Washington
1082,50,US,Washington
1083,50,US,Washington
1084,50,US,Washington
1101,9,US,Oregon
1102,10,US,Oregon
1103,10,US,Oregon
1104,20,US,Oregon
1105,10,US,Oregon
1107,30,US,Oregon
1108,30,US,Oregon
1115,50,US,Washington
1116,50,US,Washington
1117,50,US,Washington
1118,50,US,Washington
1119,50,US,Washington
1121,50,US,Washington
1122,50,US,Washington
1123,50,US,Washington
1124,50,US,Washington
1125,50,US,Washington
1126,50,US,Washington
1127,50,US,Washington
1128,50,US,Washington
1509,50,US,Washington
1513,50,US,Washington
1515,50,US,Washington
1517,50,US,Washington
1519,50,US,Washington
1522,50,US,Washington
1525,50,US,Washington
1527,50,US,Washington
1528,50,US,Washington
1529,50,US,Washington
1530,50,US,Washington
1531,50,US,Washington
1532,50,US,Washington
1533,50,US,Washington
1534,50,US,Washington
1601,8,US,Oregon
1602,9,US,Oregon
1603,9,US,Oregon
1615,30,US,Washington
1616,40,US,Washington
1617,40,US,Washington
1618,40,US,Washington
1619,50,US,Washington
1620,50,US,Washington
1621,50,US,Washington
1623,50,US,Washington
1624,50,US,Washington
1701,8,US,Oregon
1702,8,US,Oregon
1703,9,US,Oregon
1704,9,US,Oregon
1705,9,US,Oregon
1706,9,US,Oregon
1707,10,US,Oregon
1708,10,US,Oregon
1709,20,US,Oregon
1710,20,US,Oregon
1720,30,US,Washington
1721,40,US,Washington
1722,40,US,Washington
1723,40,US,Washington
1724,50,US,Washington
1725,50,US,Washington
1726,50,US,Washington
1874,40,US,Washington
1875,40,US,Washington
1876,40,US,Washington
1877,40,US,Washington
1878,40,US,Washington
1879,40,US,Washington
1880,40,US,Washington
1881,40,US,Washington
1882,50,US,Washington
1883,50,US,Washington
1884,50,US,Washington
1885,50,US,Washington
1886,50,US,Washington
1887,50,US,Washington
1888,50,US,Washington
1889,50,US,Washington
1890,50,US,Washington
1891,50,US,Washington
1892,50,US,Washington
1894,50,US,Washington
1897,50,US,Washington
1899,50,US,Washington
2001,60,CN,British Columbia
2002,60,CN,British Columbia
2003,60,CN,British Columbia
2004,60,CN,British Columbia
2005,60,CN,British Columbia
2006,60,CN,British Columbia
2007,60,CN,British Columbia
2008,60,CN,British Columbia
2009,60,CN,British Columbia
2010,60,CN,British Columbia
2011,60,CN,British Columbia
2012,60,CN,British Columbia
2013,60,CN,British Columbia
2014,60,CN,British Columbia
2015,60,CN,British Columbia
2016,60,CN,British Columbia
2017,70,CN,British Columbia
2018,70,CN,British Columbia
2019,70,CN,British Columbia
2020,70,CN,British Columbia
2021,70,CN,British Columbia
2023,70,CN,British Columbia
2024,70,CN,British Columbia
2025,70,CN,British Columbia
2026,70,CN,British Columbia
2027,70,CN,British Columbia
2028,70,CN,British Columbia
2029,70,CN,British Columbia
2030,70,CN,British Columbia
2031,80,CN,British Columbia
2032,80,CN,British Columbia
2033,80,CN,British Columbia
2034,80,CN,British Columbia
2035,80,CN,British Columbia
2037,90,CN,British Columbia
2038,90,CN,British Columbia
2038,91,CN,British Columbia
2039,90,CN,British Columbia
2040,91,CN,British Columbia
2041,91,CN,British Columbia
2042,91,CN,British Columbia
2043,91,CN,British Columbia
2044,90,CN,British Columbia
2045,90,CN,British Columbia
2046,91,CN,British Columbia
2047,91,CN,British Columbia
2048,91,CN,British Columbia
2049,90,CN,British Columbia
2050,90,CN,British Columbia
2051,91,CN,British Columbia
2052,91,CN,British Columbia
2053,91,CN,British Columbia
2054,91,CN,British Columbia
2055,91,CN,British Columbia
2056,100,CN,British Columbia
2057,91,CN,British Columbia
2058,91,CN,British Columbia
2059,91,CN,British Columbia
2060,91,CN,British Columbia
2061,91,CN,British Columbia
2062,91,CN,British Columbia
2063,102,CN,British Columbia
2064,102,CN,British Columbia
2065,91,CN,British Columbia
2066,91,CN,British Columbia
2067,91,CN,British Columbia
2067,102,CN,British Columbia
2068,102,CN,British Columbia
2069,102,CN,British Columbia
2070,102,CN,British Columbia
2071,102,CN,British Columbia
2072,102,CN,British Columbia
2073,91,CN,British Columbia
2074,102,CN,British Columbia
2075,102,CN,British Columbia
2076,102,CN,British Columbia
2077,102,CN,British Columbia
2078,91,CN,British Columbia
2079,102,CN,British Columbia
2080,102,CN,British Columbia
2081,102,CN,British Columbia
2082,102,CN,British Columbia
2083,102,CN,British Columbia
2084,102,CN,British Columbia
2085,102,CN,British Columbia
2086,102,CN,British Columbia
2087,102,CN,British Columbia
2088,102,CN,British Columbia
2089,102,CN,British Columbia
2090,102,CN,British Columbia
2091,102,CN,British Columbia
2092,102,CN,British Columbia
2093,110,CN,British Columbia
2093,112,CN,British Columbia
2094,102,CN,British Columbia
2095,102,CN,British Columbia
2096,102,CN,British Columbia
2097,102,CN,British Columbia
2098,112,CN,British Columbia
2099,112,CN,British Columbia
2100,102,CN,British Columbia
2101,102,CN,British Columbia
2102,102,CN,British Columbia
2103,102,CN,British Columbia
2104,102,CN,British Columbia
2105,112,CN,British Columbia
2106,112,CN,British Columbia
2107,112,CN,British Columbia
2108,102,CN,British Columbia
2109,102,CN,British Columbia
2110,102,CN,British Columbia
2111,112,CN,British Columbia
2112,112,CN,British Columbia
2113,112,CN,British Columbia
2114,112,CN,British Columbia
2115,102,CN,British Columbia
2116,102,CN,British Columbia
2117,112,CN,British Columbia
2118,112,CN,British Columbia
2119,112,CN,British Columbia
2120,112,CN,British Columbia
2121,112,CN,British Columbia
2122,112,CN,British Columbia
2123,112,CN,British Columbia
2124,112,CN,British Columbia
2125,112,CN,British Columbia
2126,112,CN,British Columbia
2127,112,CN,British Columbia
2128,112,CN,British Columbia
2129,112,CN,British Columbia
2130,112,CN,British Columbia
2131,112,CN,British Columbia
2132,112,CN,British Columbia
2133,112,CN,British Columbia
2134,112,CN,British Columbia
2135,112,CN,British Columbia
2136,112,CN,British Columbia
2137,112,CN,British Columbia
2138,121,CN,British Columbia
2139,121,CN,British Columbia
2140,121,CN,British Columbia
2141,121,CN,British Columbia
2142,121,CN,British Columbia
2143,130,CN,British Columbia
2144,130,CN,British Columbia
2145,121,CN,British Columbia
2146,130,CN,British Columbia
2147,121,CN,British Columbia
2147,133,CN,British Columbia
2148,121,CN,British Columbia
2149,130,CN,British Columbia
2150,121,CN,British Columbia
2151,130,CN,British Columbia
2152,134,CN,British Columbia
2153,132,CN,British Columbia
2154,132,CN,British Columbia
2155,132,CN,British Columbia
2156,130,CN,British Columbia
2157,131,CN,British Columbia
2158,134,CN,British Columbia
2159,133,CN,British Columbia
2160,133,CN,British Columbia
2161,132,CN,British Columbia
2162,132,CN,British Columbia
2163,132,CN,British Columbia
2164,132,CN,British Columbia
2165,132,CN,British Columbia
2166,135,CN,British Columbia
2167,131,CN,British Columbia
2168,131,CN,British Columbia
2169,134,CN,British Columbia
2170,133,CN,British Columbia
2171,133,CN,British Columbia
2172,132,CN,British Columbia
2201,61,CN,British Columbia
2202,61,CN,British Columbia
2203,61,CN,British Columbia
2204,61,CN,British Columbia
2205,60,CN,British Columbia
2206,61,CN,British Columbia
2207,61,CN,British Columbia
2208,60,CN,British Columbia
2209,60,CN,British Columbia
2210,60,CN,British Columbia
2211,61,CN,British Columbia
2212,61,CN,British Columbia
2213,60,CN,British Columbia
2214,70,CN,British Columbia
2215,61,CN,British Columbia
2216,61,CN,British Columbia
2217,60,CN,British Columbia
2218,70,CN,British Columbia
2219,61,CN,British Columbia
2220,61,CN,British Columbia
2221,70,CN,British Columbia
2222,61,CN,British Columbia
2223,61,CN,British Columbia
2224,61,CN,British Columbia
2225,61,CN,British Columbia
2226,61,CN,British Columbia
2227,61,CN,British Columbia
2228,61,CN,British Columbia
2229,61,CN,British Columbia
2230,61,CN,British Columbia
2231,61,CN,British Columbia
2232,70,CN,British Columbia
2233,80,CN,British Columbia
2234,61,CN,British Columbia
2235,71,CN,British Columbia
2236,61,CN,British Columbia
2237,80,CN,British Columbia
2238,71,CN,British Columbia
2239,71,CN,British Columbia
2240,80,CN,British Columbia
2242,80,CN,British Columbia
2243,71,CN,British Columbia
2244,71,CN,British Columbia
2245,81,CN,British Columbia
2246,81,CN,British Columbia
2247,80,CN,British Columbia
2249,81,CN,British Columbia
2250,81,CN,British Columbia
2251,81,CN,British Columbia
2252,81,CN,British Columbia
2253,90,CN,British Columbia
2254,81,CN,British Columbia
2255,81,CN,British Columbia
2258,90,CN,British Columbia
2259,81,CN,British Columbia
2260,91,CN,British Columbia
2261,100,CN,British Columbia
2262,100,CN,British Columbia
2263,100,CN,British Columbia
2264,92,CN,British Columbia
2265,100,CN,British Columbia
2266,92,CN,British Columbia
2267,92,CN,British Columbia
2268,91,CN,British Columbia
2269,102,CN,British Columbia
2270,92,CN,British Columbia
2271,110,CN,British Columbia
2272,92,CN,British Columbia
2273,110,CN,British Columbia
2274,110,CN,British Columbia
2275,92,CN,British Columbia
2276,102,CN,British Columbia
2277,112,CN,British Columbia
2278,102,CN,British Columbia
2279,103,CN,British Columbia
2280,102,CN,British Columbia
2283,103,CN,British Columbia
2284,112,CN,British Columbia
2285,121,CN,British Columbia
2286,112,CN,British Columbia
2287,112,CN,British Columbia
2288,121,CN,British Columbia
2289,121,CN,British Columbia
2290,120,CN,British Columbia
2291,114,CN,British Columbia
2292,121,CN,British Columbia
2293,120,CN,British Columbia
2294,103,CN,British Columbia
2295,121,CN,British Columbia
2296,121,CN,British Columbia
2297,121,CN,British Columbia
2298,114,CN,British Columbia
2299,112,CN,British Columbia
2300,120,CN,British Columbia
2301,114,CN,British Columbia
2302,121,CN,British Columbia
2303,114,CN,British Columbia
2304,121,CN,British Columbia
2305,121,CN,British Columbia
2306,114,CN,British Columbia
2307,114,CN,British Columbia
2308,121,CN,British Columbia
2309,121,CN,British Columbia
2310,122,CN,British Columbia
2311,121,CN,British Columbia
2312,121,CN,British Columbia
2313,121,CN,British Columbia
2314,133,CN,British Columbia
2315,122,CN,British Columbia
2316,133,CN,British Columbia
2317,122,CN,British Columbia
2318,133,CN,British Columbia
2320,133,CN,British Columbia
2321,130,CN,British Columbia
2322,133,CN,British Columbia
2323,130,CN,British Columbia
2324,133,CN,British Columbia
2325,134,CN,British Columbia
2326,132,CN,British Columbia
2327,133,CN,British Columbia
2328,133,CN,British Columbia
2329,133,CN,British Columbia
2330,131,CN,British Columbia
2331,134,CN,British Columbia
2332,134,CN,British Columbia
2333,134,CN,British Columbia
2334,134,CN,British Columbia
2335,134,CN,British Columbia
2336,122,CN,British Columbia
2337,134,CN,British Columbia
2338,92,CN,British Columbia
2339,81,CN,British Columbia
2340,81,CN,British Columbia
2341,70,CN,British Columbia
2342,80,CN,British Columbia
2343,133,CN,British Columbia
3001,142,US,Alaska
3002,142,US,Alaska
3003,142,US,Alaska
3004,142,US,Alaska
3005,142,US,Alaska
3006,140,US,Alaska
3007,140,US,Alaska
3008,142,US,Alaska
3009,142,US,Alaska
3010,142,US,Alaska
3011,142,US,Alaska
3012,142,US,Alaska
3013,142,US,Alaska
3014,142,US,Alaska
3015,141,US,Alaska
3016,141,US,Alaska
3017,141,US,Alaska
3018,140,US,Alaska
3019,140,US,Alaska
3020,142,US,Alaska
3021,142,US,Alaska
3022,144,US,Alaska
3023,141,US,Alaska
3024,141,US,Alaska
3025,140,US,Alaska
3026,140,US,Alaska
3027,143,US,Alaska
3028,143,US,Alaska
3029,141,US,Alaska
3030,140,US,Alaska
3031,143,US,Alaska
3032,143,US,Alaska
3033,143,US,Alaska
3034,141,US,Alaska
3035,143,US,Alaska
3036,143,US,Alaska
3037,143,US,Alaska
3037,153,US,Alaska
3038,153,US,Alaska
3039,153,US,Alaska
3040,153,US,Alaska
3041,153,US,Alaska
3042,153,US,Alaska
3043,140,US,Alaska
3044,140,US,Alaska
3045,141,US,Alaska
3046,150,US,Alaska
3047,151,US,Alaska
3048,150,US,Alaska
3049,150,US,Alaska
3050,150,US,Alaska
3051,151,US,Alaska
3052,150,US,Alaska
3053,150,US,Alaska
3054,150,US,Alaska
3055,151,US,Alaska
3056,150,US,Alaska
3057,150,US,Alaska
3058,150,US,Alaska
3059,151,US,Alaska
3060,151,US,Alaska
3061,151,US,Alaska
3062,150,US,Alaska
3063,150,US,Alaska
3064,150,US,Alaska
3065,151,US,Alaska
3066,152,US,Alaska
3067,151,US,Alaska
3068,150,US,Alaska
3069,150,US,Alaska
3069,160,US,Alaska
3070,160,US,Alaska
3071,151,US,Alaska
3071,152,US,Alaska
3072,151,US,Alaska
3073,161,US,Alaska
3074,160,US,Alaska
3075,160,US,Alaska
3076,152,US,Alaska
3077,161,US,Alaska
3078,160,US,Alaska
3079,160,US,Alaska
3080,160,US,Alaska
3081,152,US,Alaska
3082,161,US,Alaska
3083,160,US,Alaska
3084,160,US,Alaska
3085,160,US,Alaska
3086,160,US,Alaska
3087,160,US,Alaska
3088,162,US,Alaska
3089,160,US,Alaska
3090,162,US,Alaska
3091,162,US,Alaska
3092,170,US,Alaska
3093,162,US,Alaska
3094,162,US,Alaska
3095,162,US,Alaska
3096,161,US,Alaska
3097,170,US,Alaska
3098,170,US,Alaska
3099,163,US,Alaska
3100,163,US,Alaska
3101,171,US,Alaska
3102,170,US,Alaska
3103,170,US,Alaska
3104,163,US,Alaska
3104,173,US,Alaska
3105,171,US,Alaska
3106,170,US,Alaska
3107,173,US,Alaska
3108,170,US,Alaska
3109,173,US,Alaska
3110,181,US,Alaska
3111,181,US,Alaska
3112,173,US,Alaska
3113,181,US,Alaska
3114,171,US,Alaska
3115,182,US,Alaska
3116,181,US,Alaska
3117,173,US,Alaska
3118,173,US,Alaska
3119,182,US,Alaska
3120,181,US,Alaska
3120,182,US,Alaska
3121,171,US,Alaska
3121,173,US,Alaska
3122,171,US,Alaska
3123,183,US,Alaska
3124,183,US,Alaska
3201,140,US,Alaska
3202,142,US,Alaska
3203,140,US,Alaska
3204,142,US,Alaska
3205,144,US,Alaska
3206,143,US,Alaska
3207,143,US,Alaska
3208,150,US,Alaska
3209,143,US,Alaska
3210,142,US,Alaska
3211,151,US,Alaska
3212,151,US,Alaska
3213,151,US,Alaska
3214,151,US,Alaska
3215,160,US,Alaska
3216,151,US,Alaska
3217,152,US,Alaska
3218,160,US,Alaska
3219,161,US,Alaska
3220,152,US,Alaska
3221,152,US,Alaska
3222,161,US,Alaska
3223,152,US,Alaska
3224,161,US,Alaska
3225,160,US,Alaska
3226,170,US,Alaska
3227,162,US,Alaska
3228,161,US,Alaska
3230,170,US,Alaska
3231,171,US,Alaska
3232,170,US,Alaska
3233,170,US,Alaska
3234,173,US,Alaska
3235,170,US,Alaska
3236,173,US,Alaska
3237,171,US,Alaska
3238,173,US,Alaska
3239,182,US,Alaska
3240,184,US,Alaska
3241,184,US,Alaska
3242,183,US,Alaska
3243,183,US,Alaska
3244,142,US,Alaska
3245,152,US,Alaska
3246,171,US,Alaska
3247,184,US,Alaska
3248,183,US,Alaska
4001,185,US,Alaska
4002,185,US,Alaska
4003,185,US,Alaska
4004,185,US,Alaska
4005,185,US,Alaska
4006,185,US,Alaska
4007,185,US,Alaska
4008,185,US,Alaska
4009,185,US,Alaska
4010,185,US,Alaska
4011,185,US,Alaska
4012,190,US,Alaska
4013,185,US,Alaska
4014,185,US,Alaska
4015,185,US,Alaska
4016,185,US,Alaska
4017,190,US,Alaska
4018,190,US,Alaska
4019,190,US,Alaska
4020,190,US,Alaska
4021,185,US,Alaska
4022,185,US,Alaska
4023,190,US,Alaska
4024,190,US,Alaska
4025,190,US,Alaska
4026,190,US,Alaska
4027,190,US,Alaska
4028,190,US,Alaska
4029,190,US,Alaska
4030,190,US,Alaska
4031,190,US,Alaska
4032,190,US,Alaska
4033,190,US,Alaska
4034,190,US,Alaska
4035,200,US,Alaska
4036,190,US,Alaska
4037,190,US,Alaska
4038,190,US,Alaska
4039,190,US,Alaska
4040,190,US,Alaska
4041,200,US,Alaska
4042,200,US,Alaska
4043,190,US,Alaska
4044,190,US,Alaska
4045,190,US,Alaska
4046,190,US,Alaska
4047,200,US,Alaska
4048,190,US,Alaska
4049,200,US,Alaska
4051,200,US,Alaska
4052,200,US,Alaska
4053,200,US,Alaska
4054,200,US,Alaska
4055,200,US,Alaska
4056,200,US,Alaska
4057,200,US,Alaska
4058,200,US,Alaska
4059,200,US,Alaska
4060,200,US,Alaska
4061,200,US,Alaska
4062,200,US,Alaska
4063,210,US,Alaska
4064,200,US,Alaska
4065,200,US,Alaska
4066,200,US,Alaska
4067,200,US,Alaska
4068,200,US,Alaska
4069,210,US,Alaska
4070,210,US,Alaska
4071,210,US,Alaska
4072,200,US,Alaska
4073,200,US,Alaska
4074,200,US,Alaska
4075,200,US,Alaska
4076,210,US,Alaska
4077,210,US,Alaska
4078,210,US,Alaska
4079,200,US,Alaska
4080,210,US,Alaska
4081,210,US,Alaska
4082,210,US,Alaska
4083,210,US,Alaska
4084,210,US,Alaska
4085,210,US,Alaska
4086,220,US,Alaska
4087,220,US,Alaska
4088,220,US,Alaska
4089,220,US,Alaska
4090,220,US,Alaska
4091,220,US,Alaska
4092,210,US,Alaska
4093,210,US,Alaska
4094,210,US,Alaska
4095,220,US,Alaska
4096,220,US,Alaska
4097,220,US,Alaska
4098,220,US,Alaska
4099,220,US,Alaska
4100,210,US,Alaska
4101,220,US,Alaska
4102,230,US,Alaska
4103,230,US,Alaska
4104,240,US,Alaska
4105,240,US,Alaska
4106,230,US,Alaska
4107,230,US,Alaska
4108,230,US,Alaska
4109,240,US,Alaska
4110,240,US,Alaska
4111,240,US,Alaska
4112,230,US,Alaska
4113,230,US,Alaska
4114,230,US,Alaska
4115,230,US,Alaska
4116,240,US,Alaska
4117,240,US,Alaska
4118,240,US,Alaska
4119,230,US,Alaska
4120,230,US,Alaska
4121,230,US,Alaska
4122,230,US,Alaska
4123,240,US,Alaska
4124,240,US,Alaska
4125,220,US,Alaska
4126,230,US,Alaska
4127,230,US,Alaska
4128,230,US,Alaska
4129,230,US,Alaska
4130,230,US,Alaska
4131,240,US,Alaska
4132,230,US,Alaska
4133,230,US,Alaska
4134,230,US,Alaska
4135,242,US,Alaska
4136,242,US,Alaska
4137,242,US,Alaska
4138,232,US,Alaska
4139,232,US,Alaska
4140,242,US,Alaska
4141,242,US,Alaska
4142,242,US,Alaska
4143,232,US,Alaska
4144,242,US,Alaska
4145,242,US,Alaska
4146,242,US,Alaska
4147,250,US,Alaska
4148,250,US,Alaska
4149,240,US,Alaska
4150,250,US,Alaska
4151,250,US,Alaska
4152,250,US,Alaska
4153,240,US,Alaska
4154,240,US,Alaska
4155,250,US,Alaska
4156,250,US,Alaska
4157,250,US,Alaska
4158,250,US,Alaska
4159,240,US,Alaska
4160,240,US,Alaska
4161,240,US,Alaska
4162,250,US,Alaska
4163,250,US,Alaska
4164,250,US,Alaska
4165,250,US,Alaska
4166,250,US,Alaska
4167,240,US,Alaska
4168,240,US,Alaska
4169,240,US,Alaska
4170,240,US,Alaska
4171,250,US,Alaska
4172,250,US,Alaska
4173,250,US,Alaska
4174,250,US,Alaska
4175,250,US,Alaska
4176,240,US,Alaska
4177,240,US,Alaska
4178,240,US,Alaska
4179,250,US,Alaska
4180,240,US,Alaska
4181,250,US,Alaska
4182,250,US,Alaska
4183,250,US,Alaska
4184,240,US,Alaska
4185,240,US,Alaska
4186,240,US,Alaska
4187,250,US,Alaska
4188,250,US,Alaska
4189,250,US,Alaska
4190,240,US,Alaska
4191,240,US,Alaska
4192,240,US,Alaska
4193,250,US,Alaska
4194,250,US,Alaska
4195,250,US,Alaska
4196,250,US,Alaska
4197,250,US,Alaska
4198,260,US,Alaska
4199,260,US,Alaska
4200,250,US,Alaska
4201,250,US,Alaska
4202,250,US,Alaska
4203,250,US,Alaska
4204,260,US,Alaska
4205,260,US,Alaska
4206,260,US,Alaska
4207,250,US,Alaska
4208,250,US,Alaska
4209,250,US,Alaska
4210,250,US,Alaska
4211,260,US,Alaska
4212,260,US,Alaska
4213,260,US,Alaska
4214,260,US,Alaska
4215,250,US,Alaska
4216,250,US,Alaska
4217,250,US,Alaska
4218,260,US,Alaska
4219,260,US,Alaska
4220,260,US,Alaska
4221,260,US,Alaska
4222,250,US,Alaska
4223,250,US,Alaska
4224,260,US,Alaska
4225,260,US,Alaska
4226,260,US,Alaska
4227,260,US,Alaska
4228,260,US,Alaska
4229,250,US,Alaska
4230,250,US,Alaska
4231,260,US,Alaska
4232,260,US,Alaska
4233,260,US,Alaska
4234,260,US,Alaska
4235,250,US,Alaska
4236,260,US,Alaska
4237,260,US,Alaska
4238,260,US,Alaska
4239,250,US,Alaska
4240,270,US,Alaska
4241,260,US,Alaska
4242,270,US,Alaska
4243,270,US,Alaska
4244,260,US,Alaska
4245,260,US,Alaska
4246,260,US,Alaska
4247,270,US,Alaska
4248,270,US,Alaska
4249,270,US,Alaska
4250,260,US,Alaska
4251,260,US,Alaska
4252,260,US,Alaska
4253,260,US,Alaska
4254,260,US,Alaska
4255,270,US,Alaska
4256,270,US,Alaska
4257,270,US,Alaska
4258,270,US,Alaska
4259,260,US,Alaska
4260,260,US,Alaska
4261,260,US,Alaska
4262,260,US,Alaska
4263,260,US,Alaska
4264,260,US,Alaska
4265,270,US,Alaska
4266,270,US,Alaska
4267,270,US,Alaska
4268,270,US,Alaska
4269,260,US,Alaska
4270,260,US,Alaska
4271,260,US,Alaska
4272,260,US,Alaska
4273,270,US,Alaska
4274,270,US,Alaska
4275,260,US,Alaska
4276,260,US,Alaska
4277,260,US,Alaska
4278,270,US,Alaska
4279,260,US,Alaska
4280,260,US,Alaska
4281,260,US,Alaska
4282,260,US,Alaska
4283,260,US,Alaska
4284,260,US,Alaska
4285,260,US,Alaska
4286,280,US,Alaska
4287,280,US,Alaska
4288,280,US,Alaska
4289,280,US,Alaska
4290,280,US,Alaska
4291,280,US,Alaska
4292,280,US,Alaska
4293,280,US,Alaska
4294,280,US,Alaska
4295,280,US,Alaska
4296,280,US,Alaska
4297,280,US,Alaska
4298,280,US,Alaska
4299,280,US,Alaska
4300,280,US,Alaska
4301,280,US,Alaska
4302,280,US,Alaska
4303,280,US,Alaska
4304,280,US,Alaska
4305,280,US,Alaska
4306,280,US,Alaska
4307,280,US,Alaska
4308,280,US,Alaska
4309,270,US,Alaska
4310,280,US,Alaska
4311,280,US,Alaska
4312,280,US,Alaska
4313,280,US,Alaska
4314,270,US,Alaska
4315,270,US,Alaska
4316,270,US,Alaska
4317,270,US,Alaska
4318,280,US,Alaska
4319,280,US,Alaska
4320,270,US,Alaska
4321,270,US,Alaska
4322,270,US,Alaska
4323,270,US,Alaska
4324,270,US,Alaska
4325,270,US,Alaska
4326,270,US,Alaska
4327,270,US,Alaska
4328,270,US,Alaska
4329,270,US,Alaska
4330,270,US,Alaska
4331,281,US,Alaska
4332,281,US,Alaska
4333,281,US,Alaska
4334,281,US,Alaska
4335,281,US,Alaska
4336,281,US,Alaska
4337,281,US,Alaska
4338,281,US,Alaska
4339,281,US,Alaska
4340,281,US,Alaska
4341,271,US,Alaska
4342,271,US,Alaska
4343,281,US,Alaska
4344,271,US,Alaska
4345,271,US,Alaska
4346,271,US,Alaska
4347,271,US,Alaska
4348,271,US,Alaska
4349,271,US,Alaska
4350,271,US,Alaska
4351,271,US,Alaska
4352,271,US,Alaska
4353,261,US,Alaska
